id_persona,CURP,nombre,apellido_paterno,apellido_materno,sexo,año_nacimiento,edad_censo_2020,estado,municipio,localidad,clave_geo,AGEB,MZA,lat,lon,nivel_educativo,estado_civil,num_dependientes,tipo_vivienda,acceso_agua,acceso_drenaje,acceso_electricidad,tiene_internet,tiene_computadora,hacinamiento_index,religion,habla_lengua_indigena
759,DHBN760219HCOTJXGF9,Salvador,Salinas,Longoria,Hombre,1976,44,Coahuila,Torreón,Fraccionamiento Las Palmas,05489,2656,020,25.526257,-103.399432,Primaria completa,Casado(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.13,Cristiana evangélica,No
760,LEHP770519MCOTWXHF3,María,Vázquez,Ramos,Mujer,1977,43,Coahuila,Acuña,Fraccionamiento Las Palmas,05487,7547,040,29.285072,-101.106406,Licenciatura,Soltero(a),1,Casa rentada,Sí,Sí,Sí,Sí,No,2.59,Católica,No
761,ENRN981215MCOBVTXW0,Verónica,Ramírez,Rodríguez,Mujer,1998,22,Coahuila,Saltillo,Col. Oriente,05286,6704,037,25.418779,-100.976978,Preparatoria,Divorciado(a),1,Casa propia (crédito),Sí,Sí,Sí,No,Sí,0.73,Católica,No
762,DSZR950717HCONVMSH5,Salvador,Ramírez,Ortiz,Hombre,1995,25,Coahuila,Saltillo,Zona Rosa,05900,1577,021,25.430724,-101.015341,Licenciatura,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,No,Sí,2.22,Sin religión,No
763,QNEK680902HCOJTKTC0,Manuel,González,Ortiz,Hombre,1968,52,Coahuila,Torreón,Fraccionamiento Las Palmas,05694,3932,005,25.557821,-103.450528,Técnico superior,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,3.25,Católica,No
764,ATSA001219HCOKKYDM4,Fernando,Herrera,Villarreal,Hombre,2000,20,Coahuila,Monclova,Zona Rosa,05281,9508,002,26.927201,-101.400734,Preparatoria,Unión libre,2,Casa prestada,Sí,Sí,Sí,Sí,Sí,3.11,Cristiana evangélica,No
765,PTJY850205MCOJHBPH7,Patricia,Cantú,Ramírez,Mujer,1985,35,Coahuila,Monclova,Zona Rosa,05319,5903,036,26.892665,-101.37187,Preparatoria,Unión libre,1,Casa rentada,Sí,No,Sí,Sí,No,1.66,Católica,No
766,HSOG760202HCODGQTL1,Ernesto,Villarreal,Muñoz,Hombre,1976,44,Coahuila,Acuña,Col. Sur,05398,7519,013,29.307289,-101.061142,Licenciatura,Soltero(a),3,Casa rentada,Sí,Sí,Sí,Sí,Sí,1.99,Católica,No
767,ELXN670703HCOQKYZQ5,Andrés,Vázquez,Garza,Hombre,1967,53,Coahuila,Saltillo,Col. Norte,05906,5010,016,25.418849,-100.997716,Preparatoria,Divorciado(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,1.7,Católica,No
768,OZIG950809HCOJJDQQ2,Manuel,Ramírez,Garza,Hombre,1995,25,Coahuila,Saltillo,Zona Rosa,05237,7721,013,25.415907,-100.998392,Primaria completa,Unión libre,0,Casa propia pagada,Sí,Sí,Sí,Sí,No,2.66,Católica,No
769,FXFD851106MCOYYQGJ5,Gabriela,Ramírez,Guerrero,Mujer,1985,35,Coahuila,Acuña,Col. Moderna,05867,7662,025,29.289658,-101.051966,Primaria incompleta,Casado(a),0,Casa prestada,Sí,Sí,Sí,Sí,No,3.56,Católica,Sí
770,VADV951223MCOKHFBM0,Karla,de León,Cavazos,Mujer,1995,25,Coahuila,Saltillo,Col. Oriente,05701,1210,047,25.435419,-101.012564,Secundaria,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,No,Sí,4.02,Católica,No
771,MCBK790820HCOCWPYK0,Sergio,Pérez,Muñoz,Hombre,1979,41,Coahuila,Acuña,Centro Histórico,05775,8714,011,29.357079,-101.045618,Preparatoria,Casado(a),3,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,4.12,Católica,No
772,KBJK980225HCOWMFPC3,Rodrigo,Sánchez,Torres,Hombre,1998,22,Coahuila,Acuña,Col. Norte,05384,6645,027,29.337698,-101.054672,Secundaria,Soltero(a),1,Casa rentada,Sí,Sí,Sí,Sí,No,1.62,Católica,No
773,JMLS000521HCONQMBZ3,Manuel,Mendoza,Hernández,Hombre,2000,20,Coahuila,Monclova,Zona Rosa,05923,3337,012,26.915598,-101.46389,Preparatoria,Divorciado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.51,Cristiana evangélica,No
774,MJKZ680604HCOVJPJP6,Ernesto,González,García,Hombre,1968,52,Coahuila,Monclova,Fraccionamiento Las Palmas,05568,8961,042,26.929624,-101.3895,Técnico superior,Soltero(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,3.71,Católica,No
775,BFUC031221MCOJDDDJ7,Gabriela,Treviño,Rodríguez,Mujer,2003,17,Coahuila,Torreón,Barrio Antiguo,05923,2329,008,25.541251,-103.406258,Licenciatura,Soltero(a),1,Casa rentada,Sí,Sí,Sí,No,No,1.75,Católica,No
776,IILS991022HCOXHZDQ9,Marco,Pérez,Morales,Hombre,1999,21,Coahuila,Monclova,Col. Moderna,05959,3668,035,26.92767,-101.467979,Licenciatura,Soltero(a),3,Casa rentada,Sí,Sí,Sí,No,Sí,3.67,Católica,No
777,VBEX860823MCOPTFFJ2,Ana,de León,Ortiz,Mujer,1986,34,Coahuila,Acuña,Centro Histórico,05796,9645,015,29.351907,-101.094941,Secundaria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.13,Sin religión,No
778,XIZQ840920MCOGSTVZ1,Ana,Morales,Morales,Mujer,1984,36,Coahuila,Monclova,Barrio Antiguo,05932,6078,025,26.867586,-101.388875,Primaria incompleta,Casado(a),5,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,4.19,Católica,No
779,OKNX840622MCOPYSWC7,Natalia,Hernández,Muñoz,Mujer,1984,36,Coahuila,Torreón,Col. Moderna,05414,4230,019,25.555324,-103.41178,Secundaria,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,4.11,Católica,No
780,NQAH800216MCODHDHK1,Daniela,Lara,Pérez,Mujer,1980,40,Coahuila,Saltillo,Col. Moderna,05456,1177,019,25.418522,-101.012769,Secundaria,Viudo(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.91,Sin religión,No
781,AAXX070601HCOLPYHX8,Ricardo,Rodríguez,Rodríguez,Hombre,2007,13,Coahuila,Piedras Negras,Fraccionamiento Las Palmas,05902,8534,009,28.673741,-100.515937,Posgrado,Casado(a),0,Casa prestada,Sí,Sí,Sí,No,No,1.47,Católica,No
782,YXJD930803HCOFSGWY8,Miguel,Rivera,Rivera,Hombre,1993,27,Coahuila,Acuña,Col. Sur,05730,9729,010,29.349831,-101.089656,Primaria completa,Soltero(a),2,Casa prestada,Sí,Sí,Sí,No,Sí,1.75,Católica,Sí
783,JRZI031224HCOMJZSY6,Eduardo,García,Villarreal,Hombre,2003,17,Coahuila,Acuña,Col. Moderna,05930,8137,031,29.328068,-101.102557,Preparatoria,Soltero(a),2,Casa prestada,Sí,Sí,Sí,Sí,No,1.36,Católica,No
784,XIAH090527HCOMKPLW8,Mario,Sánchez,Cantú,Hombre,2009,11,Coahuila,Piedras Negras,Fraccionamiento Las Palmas,05381,1570,044,28.690883,-100.526623,Licenciatura,Unión libre,4,Casa propia pagada,Sí,No,Sí,No,No,2.82,Católica,No
785,UVVJ970704MCOMBHBZ5,Daniela,Rivera,Flores,Mujer,1997,23,Coahuila,Monclova,Centro Histórico,05242,9923,002,26.912297,-101.414695,Preparatoria,Casado(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.72,Católica,No
786,OKLE041202MCOSSHYJ2,Karla,Garza,Rodríguez,Mujer,2004,16,Coahuila,Acuña,Col. Norte,05377,1707,029,29.322553,-101.072537,Preparatoria,Casado(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,4.19,Católica,No
787,WBDG870427MCOCDNCF2,Karla,Ramírez,Rivera,Mujer,1987,33,Coahuila,Monclova,Fraccionamiento Las Palmas,05831,3727,017,26.896589,-101.407586,Preparatoria,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.34,Cristiana evangélica,No
788,YCGS030812HCOTGDDG4,Salvador,Rodríguez,Lara,Hombre,2003,17,Coahuila,Monclova,Fraccionamiento Las Palmas,05543,7700,040,26.948247,-101.394642,Preparatoria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.02,Católica,No
789,KMNE040606HCOZKZFP8,Ricardo,Morales,Flores,Hombre,2004,16,Coahuila,Torreón,Centro Histórico,05209,9571,003,25.555084,-103.434372,Secundaria,Casado(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,3.13,Católica,No
790,YBHY980608HCOJHMXK4,Rafael,Rivera,Muñoz,Hombre,1998,22,Coahuila,Monclova,Col. Sur,05413,8918,034,26.934739,-101.420056,Preparatoria,Soltero(a),5,Casa propia pagada,Sí,Sí,Sí,No,No,3.17,Católica,No
791,JEOV740622HDFVVBRG8,Manuel,de León,Ruiz,Hombre,1974,46,Ciudad de México,Iztapalapa,Col. Norte,09864,3409,015,19.364834,-99.039069,Primaria completa,Divorciado(a),1,Casa propia pagada,Sí,Sí,Sí,No,Sí,1.41,Católica,No
792,DEDY931023HDFKNJVY5,Mario,Cruz,Lara,Hombre,1993,27,Ciudad de México,Cuauhtémoc,Zona Rosa,09611,8677,029,19.41337,-99.127254,Técnico superior,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,No,No,1.24,Sin religión,No
793,ONYU070715MDFSKXGG2,Brenda,García,Hernández,Mujer,2007,13,Ciudad de México,Coyoacán,Col. Moderna,09767,9984,017,19.365132,-99.116559,Secundaria,Viudo(a),0,Cuarto en vecindad,Sí,Sí,Sí,Sí,No,2.58,Católica,No
794,ZPZB910623HDFDQKHJ1,Salvador,Castro,Garza,Hombre,1991,29,Ciudad de México,Cuauhtémoc,Centro Histórico,09257,9435,011,19.427592,-99.165776,Primaria incompleta,Soltero(a),3,Casa prestada,Sí,Sí,Sí,No,No,3.09,Católica,No
795,YLNK710526MDFGGLPH0,Mariana,Castro,Hernández,Mujer,1971,49,Ciudad de México,Tlalpan,Zona Rosa,09663,5663,011,19.277233,-99.183273,Preparatoria,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,No,Sí,2.76,Católica,No
796,XHGN040217MDFKZWSQ8,Patricia,Sánchez,Ramos,Mujer,2004,16,Ciudad de México,Tlalpan,Col. Sur,09504,7467,024,19.279832,-99.178577,Primaria completa,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,0.78,Otra,No
797,VTGM930525HDFVKWMV3,Juan,Ramos,Ramos,Hombre,1993,27,Ciudad de México,Iztapalapa,Col. Sur,09952,6707,049,19.333729,-99.06758,Preparatoria,Soltero(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.19,Católica,No
798,TRWD911103HDFRLGDH5,Rubén,Ruiz,González,Hombre,1991,29,Ciudad de México,Tlalpan,Col. Sur,09418,1395,047,19.312143,-99.211145,Secundaria,Soltero(a),1,Casa propia (crédito),Sí,Sí,Sí,No,No,3.07,Católica,No
799,QWTS820806HDFKGNPL0,Salvador,Cantú,Cavazos,Hombre,1982,38,Ciudad de México,Benito Juárez,Col. Oriente,09742,3638,016,19.402005,-99.159969,Posgrado,Casado(a),0,Casa prestada,Sí,Sí,Sí,Sí,No,3.8,Católica,No
800,HHPB780322MDFDWXKY2,Paola,Guerrero,Rodríguez,Mujer,1978,42,Ciudad de México,Cuauhtémoc,Col. Norte,09242,9337,042,19.436323,-99.125589,Licenciatura,Divorciado(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,1.47,Sin religión,No
801,DKJO730917HDFFFLYW4,Roberto,Herrera,Cantú,Hombre,1973,47,Ciudad de México,Iztapalapa,Centro Histórico,09161,5961,029,19.344373,-99.061571,Técnico superior,Soltero(a),0,Casa propia pagada,No,Sí,Sí,No,Sí,2.75,Católica,No
802,FDLU070603HDFFRPTL6,Mario,Díaz,Cruz,Hombre,2007,13,Ciudad de México,Iztapalapa,Col. Oriente,09518,6629,046,19.365725,-99.06243,Técnico superior,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,0.78,Cristiana evangélica,Sí
803,BRMM080908HDFGTGTK4,Mario,Díaz,Vázquez,Hombre,2008,12,Ciudad de México,Coyoacán,Col. Moderna,09389,2829,012,19.370965,-99.152586,Preparatoria,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,4.11,Católica,No
804,GXGA880215MDFWVJHJ7,Cristina,Villarreal,Villarreal,Mujer,1988,32,Ciudad de México,Iztapalapa,Barrio Antiguo,09126,8082,037,19.346151,-99.094511,Preparatoria,Unión libre,1,Cuarto en vecindad,Sí,Sí,Sí,Sí,No,1.99,Cristiana evangélica,No
805,TSBD810823HDFJKNHT2,Marco,Ortiz,Ruiz,Hombre,1981,39,Ciudad de México,Cuauhtémoc,Col. Moderna,09370,8750,008,19.401535,-99.139958,Técnico superior,Casado(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.06,Testigo de Jehová,No
806,JALX040128MDFYXHDR9,Mariana,Ramos,Ruiz,Mujer,2004,16,Ciudad de México,Cuauhtémoc,Col. Oriente,09688,4569,045,19.435832,-99.148908,Licenciatura,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,No,Sí,3.79,Católica,No
807,DRBY081117MDFNTJYG6,Karla,Ortiz,Álvarez,Mujer,2008,12,Ciudad de México,Coyoacán,Fraccionamiento Las Palmas,09880,9937,001,19.307944,-99.146261,Técnico superior,Casado(a),4,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.48,Católica,No
808,IBCP881002MDFRYXQT0,Patricia,Ramos,González,Mujer,1988,32,Ciudad de México,Cuauhtémoc,Col. Moderna,09650,5200,003,19.40535,-99.183509,Secundaria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.01,Católica,No
809,BTGZ960205MDFMKYSR1,Laura,Medina,García,Mujer,1996,24,Ciudad de México,Cuauhtémoc,Zona Rosa,09244,2440,038,19.429025,-99.167366,Técnico superior,Soltero(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.6,Sin religión,No
810,AKPA050206HDFDBZHC0,Manuel,Longoria,Salinas,Hombre,2005,15,Ciudad de México,Tlalpan,Col. Sur,09936,3648,030,19.318195,-99.189644,Técnico superior,Soltero(a),0,Cuarto en vecindad,Sí,No,Sí,Sí,Sí,2.1,Testigo de Jehová,No
811,MMTV661004MDFGZDFT8,Ximena,Guerrero,Villarreal,Mujer,1966,54,Ciudad de México,Iztapalapa,Barrio Antiguo,09654,7836,029,19.346444,-99.06428,Licenciatura,Casado(a),1,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.9,Católica,No
812,USRA890920MDFGSMZV5,Ana,Salinas,Garza,Mujer,1989,31,Ciudad de México,Iztapalapa,Col. Sur,09851,1179,041,19.355323,-98.998997,Primaria incompleta,Soltero(a),4,Casa propia pagada,Sí,Sí,Sí,No,No,2.27,Católica,No
813,ESXD670513HDFZGYMT0,Héctor,Ruiz,Ortiz,Hombre,1967,53,Ciudad de México,Tlalpan,Fraccionamiento Las Palmas,09438,3881,022,19.337657,-99.172123,Preparatoria,Divorciado(a),4,Casa rentada,Sí,Sí,Sí,No,Sí,2.6,Católica,No
814,FXYL920424MDFGPXSW1,Patricia,Rodríguez,Rodríguez,Mujer,1992,28,Ciudad de México,Coyoacán,Barrio Antiguo,09884,8956,010,19.363775,-99.185273,Primaria completa,Soltero(a),2,Cuarto en vecindad,Sí,Sí,Sí,Sí,No,1.95,Católica,No
815,HSWX950925MDFTPRBV9,Rosa,Longoria,Sánchez,Mujer,1995,25,Ciudad de México,Cuauhtémoc,Zona Rosa,09310,1261,049,19.455698,-99.162753,Posgrado,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.02,Católica,No
816,JXFB900525HDFBJHTW3,Miguel,Cavazos,Díaz,Hombre,1990,30,Ciudad de México,Coyoacán,Col. Moderna,09807,5189,041,19.330137,-99.165113,Técnico superior,Divorciado(a),2,Casa propia (crédito),Sí,Sí,Sí,No,No,3.85,Católica,No
817,UCEQ921123MDFXWKKZ8,Karla,Castro,Cavazos,Mujer,1992,28,Ciudad de México,Cuauhtémoc,Barrio Antiguo,09794,2253,037,19.421854,-99.188317,Primaria completa,Casado(a),3,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.65,Cristiana evangélica,No
818,FMZM870610HDFMFRRZ3,Andrés,Reyes,Guerrero,Hombre,1987,33,Ciudad de México,Coyoacán,Centro Histórico,09380,3914,009,19.338456,-99.148278,Secundaria,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.98,Católica,No
819,TVRE780604HDFPJCNW5,Diego,Villarreal,Longoria,Hombre,1978,42,Ciudad de México,Coyoacán,Zona Rosa,09170,3699,046,19.345118,-99.17124,Posgrado,Casado(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,1.49,Católica,No
820,ZJTR980618MDFZYYQG3,Rosa,Díaz,Ramos,Mujer,1998,22,Ciudad de México,Tlalpan,Barrio Antiguo,09306,4268,012,19.305272,-99.193463,Licenciatura,Soltero(a),2,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,2.36,Católica,No
821,NVFY050503MDFVQYDR7,Alejandra,Guerrero,Garza,Mujer,2005,15,Ciudad de México,Cuauhtémoc,Fraccionamiento Las Palmas,09243,3822,041,19.428621,-99.152292,Sin escolaridad,Casado(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.32,Católica,No
822,WONT821002HDFVMTWS0,Alejandro,Ortiz,Martínez,Hombre,1982,38,Ciudad de México,Benito Juárez,Barrio Antiguo,09602,2150,013,19.369141,-99.116935,Primaria incompleta,Soltero(a),0,Casa propia (crédito),Sí,No,Sí,Sí,No,1.74,Católica,No
823,JKRT030120MDFHZMMT8,Isabella,Morales,Ramírez,Mujer,2003,17,Ciudad de México,Tlalpan,Col. Moderna,09679,5062,041,19.302719,-99.216865,Licenciatura,Viudo(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.18,Católica,No
824,RAXW911222MDFBTDYB3,Verónica,Treviño,Herrera,Mujer,1991,29,Ciudad de México,Iztapalapa,Barrio Antiguo,09852,7540,008,19.370982,-99.045762,Licenciatura,Unión libre,2,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.76,Testigo de Jehová,No
825,CCNZ840922MDFRTSFZ1,Natalia,Vázquez,García,Mujer,1984,36,Ciudad de México,Coyoacán,Barrio Antiguo,09561,3064,001,19.338166,-99.173291,Secundaria,Viudo(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,3.31,Sin religión,No
826,AIXZ770305HDFCWTZY0,Javier,Cruz,García,Hombre,1977,43,Ciudad de México,Cuauhtémoc,Col. Oriente,09393,4823,014,19.446117,-99.138015,Licenciatura,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,1.68,Sin religión,No
827,DSRW890601HDFYKNYQ7,Carlos,Hernández,Cavazos,Hombre,1989,31,Ciudad de México,Coyoacán,Barrio Antiguo,09417,9257,029,19.344258,-99.122411,Primaria completa,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,2.72,Cristiana evangélica,No
828,MAYG960820MDFDKXBX6,María,Ramos,Garza,Mujer,1996,24,Ciudad de México,Coyoacán,Barrio Antiguo,09985,1128,029,19.335772,-99.180641,Licenciatura,Casado(a),5,Casa propia (crédito),Sí,Sí,Sí,Sí,No,3.43,Católica,No
829,IRFC691210HDFBFMZZ2,Rodrigo,López,López,Hombre,1969,51,Ciudad de México,Coyoacán,Col. Norte,09447,9599,010,19.347098,-99.20347,Licenciatura,Casado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.19,Católica,No
830,GXEV661110HDFVFCFG2,Ernesto,Treviño,Herrera,Hombre,1966,54,Ciudad de México,Cuauhtémoc,Barrio Antiguo,09958,3990,013,19.446444,-99.145753,Preparatoria,Soltero(a),2,Casa prestada,Sí,Sí,Sí,No,No,4.07,Católica,Sí
831,OZWA830721HDFZQNLS8,José,Vázquez,Salinas,Hombre,1983,37,Ciudad de México,Iztapalapa,Zona Rosa,09834,5822,008,19.337388,-99.063066,Primaria completa,Soltero(a),0,Casa prestada,Sí,Sí,Sí,Sí,Sí,0.57,Católica,Sí
832,ZCWK071016MDFLKDGM7,Mariana,Jiménez,Garza,Mujer,2007,13,Ciudad de México,Cuauhtémoc,Fraccionamiento Las Palmas,09930,5876,047,19.446847,-99.131608,Preparatoria,Soltero(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,4.02,Sin religión,No
833,KELN020901MDFPXDHG5,Elena,Garza,Jiménez,Mujer,2002,18,Ciudad de México,Tlalpan,Col. Norte,09544,9237,015,19.286731,-99.180673,Posgrado,Unión libre,1,Casa prestada,Sí,Sí,Sí,Sí,Sí,1.75,Testigo de Jehová,No
834,WCIF690816MDFRVNMB8,Claudia,Cavazos,Reyes,Mujer,1969,51,Ciudad de México,Coyoacán,Fraccionamiento Las Palmas,09566,1245,019,19.357223,-99.194987,Secundaria,Casado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,1.35,Católica,No
835,IGUY090213MDFPLBQD0,Brenda,Díaz,González,Mujer,2009,11,Ciudad de México,Coyoacán,Col. Norte,09901,8649,009,19.360236,-99.154008,Licenciatura,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,4.07,Católica,No
836,PUGM031114HDFGQDZC5,Ernesto,Díaz,Rodríguez,Hombre,2003,17,Ciudad de México,Coyoacán,Col. Norte,09766,2641,011,19.358647,-99.13427,Licenciatura,Casado(a),3,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.29,Católica,No
837,ZLST671015MDFZBWZD0,Cristina,López,Castro,Mujer,1967,53,Ciudad de México,Cuauhtémoc,Col. Sur,09520,7583,037,19.423608,-99.150898,Posgrado,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.95,Católica,No
838,YBVB680513MDFBJDCP6,Gabriela,Jiménez,Álvarez,Mujer,1968,52,Ciudad de México,Cuauhtémoc,Col. Moderna,09807,7926,033,19.439542,-99.164561,Licenciatura,Soltero(a),2,Cuarto en vecindad,Sí,Sí,Sí,Sí,No,2.7,Católica,No
839,DWUQ850615MDFVQDPH8,Patricia,García,Rivera,Mujer,1985,35,Ciudad de México,Cuauhtémoc,Col. Moderna,09844,7652,015,19.443637,-99.17629,Secundaria,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.23,Católica,No
840,SHCM780222HDFXYPTG7,Javier,Ramos,Sánchez,Hombre,1978,42,Ciudad de México,Coyoacán,Fraccionamiento Las Palmas,09634,5092,033,19.348872,-99.151892,Licenciatura,Separado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.29,Católica,No
841,GNCX090314HDFPDLLG8,Sergio,Herrera,Hernández,Hombre,2009,11,Ciudad de México,Coyoacán,Col. Oriente,09927,5851,037,19.357392,-99.171389,Primaria completa,Unión libre,0,Casa propia pagada,Sí,Sí,Sí,No,No,4.12,Católica,No
842,ZTNH910112HDFVBRPD6,Alejandro,Sánchez,Gómez,Hombre,1991,29,Ciudad de México,Iztapalapa,Barrio Antiguo,09721,1631,024,19.414666,-99.06866,Licenciatura,Unión libre,2,Cuarto en vecindad,Sí,Sí,Sí,Sí,No,1.92,Sin religión,No
843,BTAX001122HDFPZVQZ1,Mario,Jiménez,Díaz,Hombre,2000,20,Ciudad de México,Cuauhtémoc,Zona Rosa,09159,8589,033,19.428191,-99.117913,Preparatoria,Unión libre,0,Casa rentada,Sí,Sí,Sí,Sí,Sí,1.41,Católica,No
844,EZOB840324HDFXTWRC0,Rafael,Guerrero,Medina,Hombre,1984,36,Ciudad de México,Benito Juárez,Barrio Antiguo,09453,2528,029,19.426426,-99.158175,Técnico superior,Soltero(a),2,Cuarto en vecindad,Sí,Sí,Sí,Sí,No,0.92,Sin religión,No
845,TMLY931105MDFYGWWR1,Valeria,Rodríguez,Mendoza,Mujer,1993,27,Ciudad de México,Coyoacán,Col. Norte,09933,5516,006,19.34703,-99.162568,Secundaria,Casado(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.03,Católica,No
846,OTMV900308HDFTKRYC0,Manuel,Cantú,Ramos,Hombre,1990,30,Ciudad de México,Tlalpan,Fraccionamiento Las Palmas,09528,1872,008,19.296091,-99.188312,Preparatoria,Unión libre,1,Casa propia pagada,Sí,Sí,Sí,No,No,2.93,Cristiana evangélica,No
847,MJUM070223HDFKFBYS6,Marco,Medina,Martínez,Hombre,2007,13,Ciudad de México,Coyoacán,Col. Oriente,09764,7568,018,19.318338,-99.163959,Secundaria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,4.07,Católica,No
848,MKMR930202MDFYMMDZ5,Elena,Torres,Ruiz,Mujer,1993,27,Ciudad de México,Tlalpan,Col. Oriente,09550,9351,041,19.323918,-99.186141,Técnico superior,Casado(a),0,Casa propia (crédito),Sí,No,Sí,Sí,Sí,3.09,Católica,No
849,IYJF060709MDFBMJQQ7,Mariana,Jiménez,Jiménez,Mujer,2006,14,Ciudad de México,Coyoacán,Col. Sur,09150,6734,010,19.365984,-99.124785,Preparatoria,Casado(a),3,Casa propia (crédito),Sí,Sí,Sí,No,No,1.53,Católica,No
850,MYVY830101HDFTSHXS0,Roberto,Guerrero,Gómez,Hombre,1983,37,Ciudad de México,Benito Juárez,Col. Moderna,09963,3533,035,19.422332,-99.180222,Preparatoria,Unión libre,5,Casa prestada,Sí,Sí,Sí,Sí,No,2.55,Católica,No
851,QYXE020802HDFTLZWB8,Roberto,García,Álvarez,Hombre,2002,18,Ciudad de México,Benito Juárez,Zona Rosa,09300,2953,004,19.387624,-99.168035,Licenciatura,Soltero(a),3,Casa propia (crédito),Sí,Sí,Sí,Sí,No,4.02,Católica,No
852,AESK680413MDFWDYLL7,Ximena,Martínez,Gómez,Mujer,1968,52,Ciudad de México,Benito Juárez,Col. Sur,09588,6058,048,19.440097,-99.145806,Preparatoria,Unión libre,2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.14,Católica,No
853,IETC970702HDFRNSVY2,Diego,Vázquez,Herrera,Hombre,1997,23,Ciudad de México,Tlalpan,Col. Moderna,09992,2608,028,19.295204,-99.130617,Secundaria,Soltero(a),3,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,2.82,Católica,No
854,SMHE830922HDFBNNSK5,Manuel,López,de León,Hombre,1983,37,Ciudad de México,Benito Juárez,Col. Moderna,09665,9392,021,19.424304,-99.176731,Licenciatura,Casado(a),5,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.41,Católica,No
855,PWLP861212HDFJFBZT6,Carlos,Cruz,Hernández,Hombre,1986,34,Ciudad de México,Coyoacán,Col. Moderna,09382,7790,031,19.349209,-99.158088,Preparatoria,Casado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,0.55,Sin religión,No
856,EMND651021HDFVLGWJ6,Sergio,Cavazos,Cruz,Hombre,1965,55,Ciudad de México,Cuauhtémoc,Barrio Antiguo,09393,4771,038,19.41242,-99.148901,Secundaria,Divorciado(a),4,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.54,Católica,No
857,OBSY000423MDFTQBWT9,Natalia,Muñoz,Guerrero,Mujer,2000,20,Ciudad de México,Iztapalapa,Zona Rosa,09322,6654,020,19.355769,-99.027381,Primaria completa,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,No,No,3.56,Católica,No
